DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/AICAS54282.2022.9869992,A General-Purpose and Configurable Planar Data Processor for Energy-Efficient Pooling Computation,"Abstract, Abstract, Abstract, Author Keywords","pooling layer, deep learning, cnn, cnn","Abstract, Abstract, Abstract, Author Keywords","pooling layer, deep learning, cnn, cnn"
10.1109/AICAS54282.2022.9869960,A 0.95 mJ/frame DNN Training Processor for Robust Object Detection with Real-World Environmental Adaptation,"Author Keywords, Author Keywords","neural network, deep neural network","Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/AICAS54282.2022.9869945,Optimizing Accelerator Configurability for Mobile Transformer Networks,"Document Title, Abstract, Author Keywords, Author Keywords","transformer, neural network, transformer, cnn","Document Title, Abstract, Author Keywords, Author Keywords","transformer, neural network, transformer, cnn"
10.1109/AICAS54282.2022.9869904,Configurable CNN Accelerator in Speech Processing based on Vector Convolution,"Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn"
10.1109/AICAS54282.2022.9869984,M3FPU: Multiformat Matrix Multiplication FPU Architectures for Neural Network Computations,Document Title,neural network,"Document Title, Author Keywords","neural network, machine learning"
10.1109/AICAS54282.2022.9869909,Quantized ID-CNN for a Low-power PDM-to-PCM Conversion in TinyML KWS Applications,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, artificial neural network, neural network, convolutional neural network, cnn, neural network","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, artificial neural network, neural network, convolutional neural network, cnn, neural network"
10.1109/AICAS54282.2022.9869926,A Real-time Super-resolution Accelerator Using a big. LITTLE Core Architecture,Abstract,pooling layer,Abstract,pooling layer
10.1109/AICAS54282.2022.9869981,Stain-free Holographic Detection of Circulating Tumor Cells Using A Deep Feature Fusion Neural Network,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, neural network, neural network, deep neural network, deep learning","Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, neural network, neural network, deep neural network, deep learning"
10.1109/AICAS54282.2022.9869940,Energy Efficient Text Spotting Technique for Mobile Edge Computing,Abstract,neural network,Abstract,neural network
10.1109/AICAS54282.2022.9869917,Deep Learning aided BP-Flip Decoding of Polar Codes,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep neural network, deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep neural network, deep learning, deep learning"
10.1109/AICAS54282.2022.9869934,Improving Deep-Learning-based Optical Music Recognition for Camera-based Inputs,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/AICAS54282.2022.9869913,AIWareK: Compiling PyTorch Model for AI Processor Using MLIR Framework,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning","Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, mean absolute error, deep learning, deep learning"
10.1109/AICAS54282.2022.9869983,ArtBrain-K: AI Processor based-on 5-PetaFLOPS AI Server System,"Abstract, Abstract, Author Keywords","neural network, transformer, neural network","Abstract, Abstract, Author Keywords","neural network, transformer, neural network"
10.1109/AICAS54282.2022.9869997,Implementing Binarized Neural Network Processor on FPGA-Based Platform,"Document Title, Author Keywords, Author Keywords","neural network, neural network, deep learning","Document Title, Author Keywords, Author Keywords","neural network, neural network, deep learning"
10.1109/AICAS54282.2022.9869964,Weighted Decoupling: An Effective Image Resizing Method for Binarized Neural Network,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, neural network, deep neural network, neural network, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, neural network, deep neural network, neural network, deep learning"
10.1109/AICAS54282.2022.9869896,An Architecture of Sparse Length Sum Accelerator in AxDIMM,"Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning","Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning"
10.1109/AICAS54282.2022.9869851,CMS: A Computational Memory Solution for High-Performance and Power-Efficient Recommendation System,"Abstract, Author Keywords","deep learning, deep learning","Abstract, Author Keywords","deep learning, deep learning"
10.1109/AICAS54282.2022.9870004,Al Engine Structures in LG TV Processor,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning","Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, clustering, precision, deep learning, deep learning"
10.1109/AICAS54282.2022.9869947,A low power neural network training processor with 8-bit floating point with a shared exponent bias and fused multiply add trees,"Document Title, Document Title, Abstract, Abstract","neural network, neural network training, neural network, neural network training","Document Title, Document Title, Abstract, Abstract","neural network, neural network training, neural network, neural network training"
10.1109/AICAS54282.2022.9869957,Live Demonstration: Efficient Deep Learning Algorithm for Alzheimer's Disease Diagnosis using Retinal Images,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, attention mechanism, u-net, deep learning, neural network, deep learning, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, attention mechanism, u-net, deep learning, neural network, deep learning, deep learning"
10.1109/AICAS54282.2022.9869943,Spiking Neural Network based Real-time Radar Gesture Recognition Live Demonstration,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/AICAS54282.2022.9870006,Live Demonstration: Home Appliance Control System with Dynamic Hand Gesture Recognition base on 3D Hand Skeletons,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/AICAS54282.2022.9869967,Deep Learning-based Real-time Segmentation for Edge Computing Devices,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning","Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/AICAS54282.2022.9870020,Live Demo: Memory-Efficient Hardware Design for a Real-Time Convolutional Encoder-Decoder Network,Abstract,cnn,Abstract,cnn
10.1109/AICAS54282.2022.9869978,MemSE: Fast MSE Prediction for Noisy Memristor-Based DNN Accelerators,"Abstract, Abstract","neural network, deep neural network","Document Title, Abstract, Abstract, Abstract","mse, neural network, deep neural network, mean squared error"
10.1109/AICAS54282.2022.9869970,TAC-RAM: A 65nm 4Kb SRAM Computing-in-Memory Design with 57.55 TOPS/W supporting Multibit Matrix-Vector Multiplication for Binarized Neural Network,Document Title,neural network,"Document Title, Abstract","neural network, precision"
10.1109/AICAS54282.2022.9869905,DualPIM: A Dual-Precision and Low-Power CNN Inference Engine Using SRAM- and eDRAM-based Processing-in-Memory Arrays,"Document Title, Abstract, Author Keywords","cnn, deep learning, deep learning","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, precision, deep learning, machine learning, precision, deep learning"
10.1109/AICAS54282.2022.9869915,BiMDiM: Area efficient Bi-directional MRAM Digital in-Memory Computing,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/AICAS54282.2022.9869849,T-EAP: Trainable Energy-Aware Pruning for NVM-based Computing-in-Memory Architecture,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/AICAS54282.2022.9869950,A Hybrid Spiking Recurrent Neural Network on Hardware for Efficient Emotion Recognition,"Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms","neural network, recurrent neural network, neural network, convolutional neural network, deep learning, deep learning","Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms","neural network, recurrent neural network, neural network, convolutional neural network, deep learning, deep learning"
10.1109/AICAS54282.2022.9870003,AI driven Wide Dynamic Range CMOS Image Sensor,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/AICAS54282.2022.9869922,Analog LSTM for Keyword Spotting,"Abstract, Abstract, Abstract, IEEE Terms","neural network, long short-term memory, deep learning, deep learning","Abstract, Abstract, Abstract, Abstract, IEEE Terms","neural network, long short-term memory, deep learning, machine learning, deep learning"
10.1109/AICAS54282.2022.9870005,MARSv2: Multicore and Programmable Reconstruction Architecture SRAM CIM-Based Accelerator with Lightweight Network,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, deep learning, cnn","Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, deep learning, cnn"
10.1109/AICAS54282.2022.9869946,Efficient Hardware Implementation for Online Local Learning in Spiking Neural Networks,"Author Keywords, Author Keywords","backpropagation, deep learning","Author Keywords, Author Keywords","backpropagation, deep learning"
10.1109/AICAS54282.2022.9869908,FPGA Accelerator for Radar-Based Human Activity Recognition,"Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, cnn, deep learning","Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, precision, neural network, convolutional neural network, cnn, deep learning"
