DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS46773.2023.10181358,Multi-Scale Dynamic Fixed-Point Quantization and Training for Deep Neural Networks,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","quantization, quantization, pruning, quantization, quantization","Abstract, Abstract, Abstract, Author Keywords","neural network, deep neural network, precision, deep learning"
10.1109/ISCAS46773.2023.10181740,Edge Computing-based Adaptive Machine Learning Model for Dynamic IoT Environment,Abstract,resource-constrained,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","machine learning, transfer learning, cnn, machine learning, transfer learning, machine learning, transfer learning, transfer learning"
10.1109/ISCAS46773.2023.10181408,Spike-Predictable Neuron Circuits with Adaptive Threshold for Low-Power SNN Systems,"Document Title, Abstract, Abstract, Author Keywords","low-power , low-power , tvm, tvm","Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/ISCAS46773.2023.10182017,ECG baseline wander removal using the LSRLMF-based fixed-point interference canceller,"Abstract, IEEE Terms","quantization, quantization",Abstract,precision
10.1109/ISCAS46773.2023.10182151,RPS-KNN: An Ultra-Fast FPGA Accelerator of Range-Projection-Structure K-Nearest-Neighbor Search for LiDAR Odometry in Smart Vehicles,Abstract,energy-efficient,"Document Title, Abstract, Author Keywords","knn, knn, knn"
10.1109/ISCAS46773.2023.10181836,Live Demonstration: Unlocking the Potential of Two-Point Neuronal Cells for Energy-Efficient Training of Deep Networks,Document Title,energy-efficient,"Abstract, Abstract, Author Keywords","neural network, deep neural network, deep learning"
10.1109/ISCAS46773.2023.10181436,In-material reservoir implementation of reservoir-based convolution,"Abstract, Author Keywords","edge ai, edge ai","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS46773.2023.10181549,An Adaptive Event-based Data Converter for Always-on Biomedical Applications at the Edge,Abstract,low-power ,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS46773.2023.10182039,HUXIN: In-Memory Crossbar Core for Integration of Biologically Inspired Stochastic Neuron Models,"Abstract, IEEE Terms","quantization, quantization",Abstract,precision
10.1109/ISCAS46773.2023.10181988,ViTA: A Vision Transformer Inference Accelerator for Edge Applications,Abstract,resource-constrained,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS46773.2023.10181912,ANN Inference enabled by Variability Mitigation using 2T-1R Bit Cell-based Design Space Analysis,"Abstract, IEEE Terms","quantization, quantization","Document Title, Abstract, Abstract, Abstract","ann, artificial neural network, neural network, ann"
10.1109/ISCAS46773.2023.10181879,Energy-Efficient Spiking-CNN-Based Cross-Patient Seizure Detection,"Document Title, Author Keywords","energy-efficient, energy-efficient","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, neural network, spiking neural network"
10.1109/ISCAS46773.2023.10182158,An Extremely Low-voltage Floating Gate Artificial Neuron,"Abstract, IEEE Terms","energy consumption, energy consumption",Abstract,neural network
10.1109/ISCAS46773.2023.10181785,Gaussian Process for Nonlinear Regression via Memristive Crossbars,Abstract,quantization,"Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, precision, bayesian optimization, machine learning"
10.1109/ISCAS46773.2023.10181869,A 5.99 TFLOPS/W Heterogeneous CIM-NPU Architecture for an Energy Efficient Floating-Point DNN Acceleration,Abstract,energy-efficient,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network"
10.1109/ISCAS46773.2023.10181902,A 332 TOPS/W Input/Weight-Parallel Computing-in-Memory Processor with Voltage-Capacitance-Ratio Cell and Time-Based ADC,Abstract,energy-efficient,"Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS46773.2023.10181331,A Power Side-Channel Attack on Flash ADC,IEEE Terms,quantization,"Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS46773.2023.10181758,Reconfigurable FET Approximate Computing-based Accelerator for Deep Learning Applications,Abstract,energy-efficient,"Document Title, Abstract","deep learning, cnn"
10.1109/ISCAS46773.2023.10181650,Architectures and Circuits for Analog-memory-based Hardware Accelerators for Deep Neural Networks (Invited),Abstract,energy-efficient,Author Keywords,deep learning
10.1109/ISCAS46773.2023.10181529,Energy-/Area-Efficient Spintronic ANN-based Digit Recognition via Progressive Modular Redundancy,"Abstract, Abstract, Author Keywords, IEEE Terms","model compression, energy consumption, tinyml, energy consumption","Document Title, Abstract, Author Keywords, Author Keywords","ann, precision, artificial neural network, neural network"
10.1109/ISCAS46773.2023.10181664,Extreme Generative Human-Oriented Video Coding via Motion Representation Compression,"Abstract, IEEE Terms","quantization, quantization","Abstract, Abstract","principal component analysis, pca"
10.1109/ISCAS46773.2023.10181597,Performance Walls in Machine Learning and Neuromorphic Systems,Abstract,pruning,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, precision, recall, machine learning, machine learning"
10.1109/ISCAS46773.2023.10181715,MLAE2: Metareasoning for Latency-Aware Energy-Efficient Autonomous Nano-Drones,"Document Title, Abstract, Abstract","energy-efficient, energy-efficient, energy consumption","Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558541,A Two-step Fine-tuning Assisted Layout Sizing Scheme for Analog/RF Circuits,Abstract,pruning,"Abstract, Abstract, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, transfer learning, transfer learning, machine learning, transfer learning"
10.1109/ISCAS58744.2024.10558211,A Reduced Spiking Neural Network Architecture for Energy Efficient Context-Dependent Reinforcement Learning Tasks,"Abstract, IEEE Terms","energy consumption, energy consumption","Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, spiking neural network, reinforcement learning, reinforcement learning, neural network, spiking neural network, reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10558206,Quantization-Robust On-Chip Jitter Measurement Technique for Multiple Local Oscillator Systems,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization",Abstract,precision
10.1109/ISCAS58744.2024.10558014,An Ultra-Low Power Time-Domain based SNN Processor for ECG Classification,Abstract,energy consumption,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, ann, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557990,SuperHCA: A Super-Resolution Accelerator with Sparsity-Aware Heterogeneous Core Architecture,"Abstract, IEEE Terms","quantization, quantization","Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS58744.2024.10557971,A 1.41µW Motion Sensing Front-End for Passive Infrared Sensors,Abstract,duty cycling,Author Affiliations,ann
10.1109/ISCAS58744.2024.10558413,ADHD Classification with Robust Biomarker Detection Using Knowledge Distillation,"Document Title, Abstract, Author Keywords","knowledge distillation, knowledge distillation, knowledge distillation","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558088,Empirical Study on the Impact of Few-Cost Proxies,"Abstract, Abstract, Author Keywords, Author Keywords","neural architecture search, nas, neural architecture search, nas","Abstract, Abstract, Author Keywords, Author Keywords","neural network, neural architecture search, neural architecture search, deep learning"
10.1109/ISCAS58744.2024.10558433,A 19.7 TFLOPS/W Multiply-less Logarithmic Floating-Point CIM Architecture with Error-Reduced Compensated Approximate Adder,Abstract,energy-efficient,"Abstract, Abstract, Abstract","neural network, neural network training, precision"
10.1109/ISCAS58744.2024.10558577,A Fully Integrated NB-IoT Wake-Up Receiver Utilizing An Optimized OFDM 12-Point FFT Wake-Up Engine,"Abstract, Author Keywords","low-power , low-power ",Author Affiliations,ann
10.1109/ISCAS58744.2024.10558214,Optoelectronic Computing Evaluation and Deployment Platform Based on a 256-MAC Silicon Photonic Chip,Abstract,energy consumption,"Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network"
10.1109/ISCAS58744.2024.10558636,BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,"Document Title, Abstract, Abstract, IEEE Terms","energy-efficient, energy-efficient, energy consumption, energy consumption","Document Title, Abstract, Abstract","transformer, transformer, precision"
10.1109/ISCAS58744.2024.10558177,CIMR-V: An End-to-End SRAM-based CIM Accelerator with RISC-V for AI Edge Device,"Abstract, Author Keywords","keyword spotting, pruning",Abstract,deep learning
10.1109/ISCAS58744.2024.10558641,Low-latency Buffering for Mixed-precision Neural Network Accelerator with MulTAP and FQPipe,Author Keywords,quantization,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, precision, neural network, activation functions, precision, precision"
10.1109/ISCAS58744.2024.10558658,Memristor-based hardware and algorithms for higher-order Hopfield optimization solver outperforming quadratic Ising machines,IEEE Terms,energy consumption,Author Keywords,neural network
10.1109/ISCAS58744.2024.10557950,A K-Band Eight-Element Dual-Beam Receiver With Current-Sharing-Based Low-Power Technique for LEO SATCOM in 65-nm CMOS,"Document Title, Abstract","low-power , low-power ",Abstract,dropout
10.1109/ISCAS58744.2024.10557958,A Min-Max Optimization Framework for Multi-task Deep Neural Network Compression,"Abstract, Author Keywords, Author Keywords","model compression, model compression, pruning","Document Title, Document Title, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, machine learning, deep learning, machine learning"
10.1109/ISCAS58744.2024.10557881,Most Significant One-Driven Shifting Dynamic Efficient Multipliers for Large Language Models,"Abstract, IEEE Terms","energy-efficient, energy consumption","Abstract, Abstract","transformer, precision"
10.1109/ISCAS58744.2024.10558628,A Fast Transient PMOS LDO with AP3 Buffer and Shaped-Hybrid-Bias EA Techniques Achieving 8.15ps FOM,Abstract,low-power ,Abstract,dropout
10.1109/ISCAS58744.2024.10558484,Live Demonstration: A Target-Separable BWN Inspired Speech Recognition Processor with Low-power Precision-adaptive Approximate Computing,"Document Title, Abstract","low-power , keyword spotting",Document Title,precision
10.1109/ISCAS58744.2024.10558566,Streamlining DNN Obfuscation to Defend Against Model Stealing Attacks,"Abstract, Author Keywords","tvm, tvm","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558516,A Reconfigurable Fused Multiply-Accumulate For Miscellaneous Operators in Deep Neural Network,Abstract,resource-constrained,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network, softmax function, precision, neural network, deep neural network, precision"
10.1109/ISCAS58744.2024.10558682,A V-Band Low-Phase-Noise VCO with Transformer-Based Gm-Boosting Technique,Abstract,low-power ,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558307,Efficient Hardware Design of DNN for RF Signal Modulation Recognition,"Abstract, IEEE Terms","quantization, quantization","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558009,Noise Decomposition Based on VGG and LSTM Networks,"Abstract, IEEE Terms","quantization, quantization","Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory"
10.1109/ISCAS58744.2024.10558398,A Precision-Scalable Vision Accelerator for Robotic Applications,Abstract,energy-efficient,"Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/ISCAS58744.2024.10558171,A FPGA-based Energy-Efficient Processor for Radar-based Continuous Fall Detection,"Document Title, Abstract","energy-efficient, energy-efficient","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558468,Live Demonstration: Real-time audio and visual inference on the RAMAN TinyML accelerator,Document Title,tinyml,Abstract,neural network
10.1109/ISCAS58744.2024.10558531,Axial Attention Transformer for Fast High-quality Image Style Transfer,Abstract,inference time,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","transformer, neural network, convolutional neural network, transformer, cnn, transformer, neural style transfer, data preprocessing"
10.1109/ISCAS58744.2024.10558351,SPAT: FPGA-based Sparsity-Optimized Spiking Neural Network Training Accelerator with Temporal Parallel Dataflow,IEEE Terms,energy consumption,"Document Title, Document Title, Document Title","neural network, spiking neural network, neural network training"
10.1109/ISCAS58744.2024.10558603,Retraining-free Constraint-aware Token Pruning for Vision Transformer on Edge Devices,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558587,Enabling Efficient Hardware Acceleration of Hybrid Vision Transformer (ViT) Networks at the Edge,Abstract,resource-constrained,Document Title,transformer
10.1109/ISCAS58744.2024.10557866,"An inductor-less, cost-effective On-chip CMOS VNA for bio-molecule detection",Abstract,low-power ,Abstract,precision
10.1109/ISCAS58744.2024.10558661,On Class-Incremental Learning for Fully Binarized Convolutional Neural Networks,"Abstract, Abstract, Author Keywords","binary neural networks, bnn, binary neural networks",Abstract,precision
10.1109/ISCAS58744.2024.10558342,Hardware Implementation of a 16 Channel 0.16 μJ/class Neural Tree for on-chip Seizure Detection,Abstract,energy-efficient,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS58744.2024.10558552,A Low-Power and High-Precision Time- Domain Winner-Take-All Circuit Based on the Group Search Algorithm,"Document Title, Abstract","low-power , low-power ","Document Title, Abstract","precision, precision"
10.1109/ISCAS58744.2024.10557835,An In-Memory Power Efficient Computing Architecture with Emerging VGSOT MRAM Device,"Abstract, Abstract","binary neural networks, bnn",Author Keywords,neural network
10.1109/ISCAS58744.2024.10558286,A Precision-Optimized Fixed-Point Near-Memory Digital Processing Unit for Analog In-Memory Computing,Abstract,energy-efficient,"Document Title, Abstract, Abstract, Author Keywords","precision, batch normalization, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558470,Spiking-Hybrid-YOLO for Low-Latency Object Detection,"Abstract, Abstract","low-power , energy consumption","Abstract, Author Keywords, Author Keywords","ann, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558032,A Precise and Reliable Engine Knock Detection Utilizing Meta Classifier,Abstract,mcu,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, cross-validation, machine learning, feature selection, machine learning"
10.1109/ISCAS58744.2024.10557839,On-Chip Adaptation for Reducing Mismatch in Analog Non-Volatile Device Based Neural Networks,Abstract,resource-constrained,Abstract,neural network
10.1109/ISCAS58744.2024.10558346,Low Quantization Error Readout Circuit with Fully Charge-Domain Calculation for Computation-in-Memory Deep Neural Network,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization","Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, neural network, deep neural network"
10.1109/ISCAS58744.2024.10558055,SPRCPl: An Efficient Tool for SNN Models Deployment on Multi-Core Neuromorphic Chips via Pilot Running,"Abstract, Abstract","pruning, memory usage","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558194,A Resource-Constrained Spatio-Temporal Super Resolution Model,"Document Title, Abstract","resource-constrained, resource-constrained","Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558050,Efficient Neural Compression with Inference-time Decoding,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization","Abstract, Abstract, Author Keywords","neural network, precision, neural network"
10.1109/ISCAS58744.2024.10558145,A Charge-Trap-Transistor-Based Fully Analog Machine Learning Inference Engine for Audio Keyword Spotting,"Document Title, Abstract, Abstract, Author Keywords","keyword spotting, low-power , keyword spotting, keyword spotting","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, recurrent neural network, machine learning, neural network, machine learning"
10.1109/ISCAS58744.2024.10558100,BitPruning: Learning Bitlengths for Aggressive and Accurate Quantization,"Document Title, Author Keywords, IEEE Terms","quantization, quantization, quantization","Abstract, Author Keywords","gradient descent, deep learning"
10.1109/ISCAS58744.2024.10558001,ARC: Adaptive Rounding and Clipping Considering Gradient Distribution for Deep Convolutional Neural Network Training,"Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, low-power , quantization, quantization","Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network training, cnn, neural network, convolutional neural network, deep learning"
10.1109/ISCAS58744.2024.10558064,Efficient FPGA Resource Utilization in Wired-Logic Processors Using Coarse and Fine Segmentation of LUTs for Non-Linear Functions,Abstract,keyword spotting,"Abstract, Abstract, Author Keywords","neural network, deep neural network, neural network"
10.1109/ISCAS58744.2024.10558665,Compensation Architecture to Alleviate Noise Effects in RRAM-based Computing-in-memory Chips with Residual Resource,Abstract,energy-efficient,"Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558243,An Energy-Efficient Graphene-based Spiking Neural Network Architecture for Pattern Recognition,Document Title,energy-efficient,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558491,Neural Network Acceleration Using Digit-Plane Computation with Early Termination,"Abstract, Abstract, IEEE Terms, IEEE Terms","quantization, energy consumption, quantization, energy consumption","Document Title, Abstract, Abstract","neural network, neural network, deep neural network"
10.1109/ISCAS58744.2024.10558634,High Reliable and Accurate Stochastic Computing-based Artificial Neural Network Architecture Design,Abstract,edge ai,"Document Title, Document Title, Abstract, Abstract, Abstract","artificial neural network, neural network, artificial neural network, neural network, ann"
10.1109/ISCAS58744.2024.10558072,Dynamic Gradient Sparse Update for Edge Training,"Abstract, Author Keywords","memory usage, memory-efficient","Abstract, IEEE Terms","backpropagation, backpropagation"
10.1109/ISCAS58744.2024.10557977,NS-Engine: Near-Sensor Neural Network Engine with SRAM-Based Compute-in-Memory Macro,"Abstract, Abstract","resource-constrained, energy-efficient","Document Title, Author Affiliations","neural network, precision"
10.1109/ISCAS58744.2024.10558141,Decoupled Multi-teacher Knowledge Distillation based on Entropy,"Document Title, Abstract, Author Keywords","knowledge distillation, knowledge distillation, knowledge distillation",Author Keywords,deep learning
10.1109/ISCAS58744.2024.10557882,A Flexible FPGA-Based Accelerator for Efficient Inference of Multi-Precision CNNs,"Abstract, IEEE Terms","quantization, quantization","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","precision, cnn, precision, cnn, precision"
10.1109/ISCAS58744.2024.10558058,Neuromorphic Energy Efficient Stress Detection System using Spiking Neural Network,Abstract,low-power ,"Document Title, Document Title, Abstract","neural network, spiking neural network, ann"
10.1109/ISCAS58744.2024.10558637,A Novel DA-Based Parallel Architecture for Inner-Product of Variable Vectors,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ISCAS58744.2024.10558053,A 28nm Energy-Area-Efficient Row-based pipelined Training Accelerator with Mixed FXP4/FP16 for On-Device Transfer Learning,"Abstract, Abstract, Author Keywords, IEEE Terms","resource-constrained, quantization, quantization, quantization","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, batch normalization, precision, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558308,An End-to-End SoC for Brain-Inspired CNN-SNN Hybrid Applications,Abstract,low-power ,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, spiking neural network, cnn, neural network, convolutional neural network, spiking neural network, cnn"
10.1109/ISCAS58744.2024.10558041,Securing On-Chip Learning: Navigating Vulnerabilities and Potential Safeguards in Spiking Neural Network Architectures,Abstract,resource-constrained,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, spiking neural network, neural network, spiking neural network, machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10557970,Walsh-domain Neural Network for Power Amplifier Behavioral Modelling and Digital Predistortion,"Abstract, Abstract","low-power , knowledge distillation","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS58744.2024.10558209,Co-optimized training of models with synaptic delays for digital neuromorphic accelerators,Abstract,pruning,"Abstract, Abstract","neural network, precision"
10.1109/ISCAS58744.2024.10558440,High Accuracy and Low Latency Mixed Precision Neural Network Acceleration for TinyML Applications on Resource-Constrained FPGAs,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","tinyml, resource-constrained, tinyml, resource-constrained, quantization, keyword spotting, quantization, quantization","Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, precision, machine learning, precision, precision"
10.1109/ISCAS58744.2024.10557837,HSViT: A Hardware and Software Collaborative Design for Vision Transformer via Multi-level Compression,"Abstract, Abstract, Author Keywords","resource-constrained, pruning, model compression","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558379,A 422.1 Mpixels/J Tile-based 4K Super Resolution Processor with Variable Bit Compression,Abstract,energy-efficient,Author Keywords,cnn
10.1109/ISCAS58744.2024.10558182,In-Memory Transformer Self-Attention Mechanism Using Passive Memristor Crossbar,"Abstract, Abstract","memory-efficient, energy-efficient","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","transformer, attention mechanism, transformer, attention mechanism, neural network, transformer, neural network training, backpropagation"
10.1109/ISCAS58744.2024.10557917,Two-step Classification Neuron Circuits for Low-power and High-integration SNN Systems,"Document Title, Abstract","low-power , low-power ","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557984,Squeeze-Excite Fusion Based Multimodal Neural Network for Sleep Stage Classification with Flexible EEG/ECG Signal Acquisition Circuit,IEEE Terms,quantization,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","neural network, neural network, convolutional neural network, neural network, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558649,A 3.55 mJ/frame Energy-efficient Mixed-Transformer based Semantic Segmentation Accelerator for Mobile Devices,"Document Title, Abstract","energy-efficient, energy-efficient","Document Title, Abstract, Author Keywords, IEEE Terms","transformer, transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10557877,An Energy-Efficient Differential Frame Convolutional Accelerator with on-Chip Fusion Storage Architecture and Pixel-Level Pipeline Data Flow,"Document Title, Abstract","energy-efficient, energy-efficient","Author Keywords, Author Keywords","neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558111,Conditional Variational Autoencoders for Hierarchical B-frame Coding,IEEE Terms,quantization,Abstract,neural network
10.1109/ISCAS58744.2024.10557983,CINEMA: A Configurable Binary Segmentation Based Arithmetic Module for Mixed-Precision In-Memory Acceleration,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","edge ai, model compression, quantization, edge ai, quantization, quantization","Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/ISCAS58744.2024.10558426,High-Precision Noise-Shaping SAR ADC using KT/C Noise Cancellation within CIFF Path for Brain-Machine Interface Application,"Abstract, IEEE Terms","quantization, quantization",Document Title,precision
10.1109/ISCAS58744.2024.10558631,Energy Efficient FPGA-Based Binary Transformer Accelerator for Edge Devices,"Abstract, IEEE Terms","resource-constrained, energy consumption","Document Title, Abstract, Abstract","transformer, transformer, deep learning"
10.1109/ISCAS58744.2024.10558474,tinyRadar: LSTM-based Real-time Multi-target Human Activity Recognition for Edge Computing,"Abstract, Author Keywords","raspberry pi, raspberry pi","Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ISCAS58744.2024.10558698,Design of High-Performance and Compact CAM for Supporting Data-Intensive Applications,"Abstract, IEEE Terms","energy consumption, energy consumption",Abstract,machine learning
10.1109/ISCAS58744.2024.10558469,Fortifying Strong PUFs: A Modeling Attack-Resilient Approach Using Weak PUF for IoT Device Security,Abstract,resource-constrained,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ISCAS58744.2024.10558168,PVT-Insensitive Time-Domain-based In-Memory Computation with Improved Linearity for Binary Neural Networks,"Document Title, Abstract","binary neural networks, bnn",Abstract,neural network
10.1109/ISCAS58744.2024.10557852,In-memory Machine Learning using Adaptive Multivariate Decision Trees and Memristors,"Abstract, Author Keywords","energy-efficient, energy-efficient","Document Title, Abstract, IEEE Terms","machine learning, decision tree, machine learning"
10.1109/ISCAS58744.2024.10558640,Hybrid-Grained Pruning and Hardware Acceleration for Convolutional Neural Networks,"Document Title, Abstract, Abstract, Author Keywords","pruning, model compression, pruning, pruning","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS58744.2024.10558026,A 28.6 mJ/iter Stable Diffusion Processor for Text-to-Image Generation with Patch Similarity-based Sparsity Augmentation and Text-based Mixed-Precision,"Abstract, Author Keywords","energy-efficient, energy-efficient","Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/ISCAS58744.2024.10558607,KARS: Kernel-Grouping Aided Row-Skipping for SDK-based Weight Compression in PIM Arrays,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption","Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn"
10.1109/ISCAS58744.2024.10558617,On Optimizing Deep Neural Networks Inference on CPUs for Brain-Computer Interfaces using Inference Engines,Abstract,tvm,"Abstract, Abstract, Abstract","neural network, deep learning, machine learning"
10.1109/ISCAS58744.2024.10557982,A Low-Power Predictive Sampling PPG Sensor,Document Title,low-power ,"Abstract, Abstract","mean absolute error, mae"
10.1109/ISCAS58744.2024.10558453,Non-Invasive Continuous Real-Time Blood Glucose Estimation Using PPG Features-based Convolutional Autoencoder with TinyML Implementation,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","tinyml, tinyml, arduino, tinyml, mcu","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","autoencoder, autoencoder, machine learning, mean absolute error, mae, autoencoder, machine learning"
10.1109/ISCAS58744.2024.10558301,Two-Step Spike Encoding Scheme and Architecture for Highly Sparse Spiking-Neural-Network,Abstract,energy-efficient,Abstract,cnn
10.1109/ISCAS58744.2024.10557838,An Energy-Efficient Configurable Coprocessor Based on 1-D CNN for ECG Anomaly Detection,Document Title,energy-efficient,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, precision, cnn"
10.1109/ISCAS58744.2024.10558271,MAC-DO: DRAM-Based Multi-Bit Analog Accelerator Using Output Stationary,Abstract,low-power ,"Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558200,A Near-Eye DVS-Based End-to-End Eye Tracking Processor for AR/VR Applications,"Abstract, Abstract","low-power , energy-efficient","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS58744.2024.10558613,VQNeRV: Vector Quantization Neural Representation for Video Compression,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization",Abstract,cnn
10.1109/ISCAS58744.2024.10558045,Optimized Transformer Models: ℓ′ BERT with CNN-like Pruning and Quantization,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","quantization, pruning, resource-constrained, quantization, pruning, model compression, quantization, pruning, quantization","Document Title, Document Title, Abstract, Abstract, Author Keywords","transformer, cnn, neural network, transformer, deep learning"
10.1109/ISCAS58744.2024.10557853,A Hyperdimensional Computing Architecture with 4.4x Energy Efficiency in 65nm CMOS,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption",Author Keywords,neural network
10.1109/ISCAS58744.2024.10558067,HXNOR-PBNN: A Scalable and Parallel Spintronics Synaptic Architecture for Probabilistic Binary Neural Networks,"Document Title, Abstract, Abstract","binary neural networks, low-power , binary neural networks","Abstract, Author Keywords","precision, neural network"
10.1109/PerCom45495.2020.9127385,ERAIA - Enabling Intelligence Data Pipelines for IoT-based Application Systems,Author Keywords,industrial iot,Author Keywords,machine learning
