DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/AICAS51828.2021.9458435,Energy-Efficient Deep Reinforcement Learning Accelerator Designs for Mobile Autonomous Systems,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/AICAS51828.2021.9458548,An Energy-Efficient Hardware Accelerator for Hierarchical Deep Reinforcement Learning,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","reinforcement learning, neural network, deep neural network, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","reinforcement learning, neural network, deep neural network, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/AICAS54282.2022.9870015,Memristor-Based In-Circuit Computation for Trace-Based STDP,"Author Keywords, Author Keywords","neural network, spiking neural network","Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/AICAS54282.2022.9870009,Energy-Efficient High-Accuracy Spiking Neural Network Inference Using Time-Domain Neurons,"Document Title, Document Title, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, artificial neural network, neural network, spiking neural network, ann","Document Title, Document Title, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, artificial neural network, neural network, spiking neural network, ann"
10.1109/AICAS54282.2022.9869914,Analog-Domain Time-Series Moment Extraction for Low Power Predictive Maintenance Analytics,"Abstract, IEEE Terms","machine learning, machine learning","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/AICAS54282.2022.9869936,Effect of ReRAM Neuromorphic Circuit Array Variation and Fault on Inference Accuracy,Abstract,neural network,Abstract,neural network
10.1109/AICAS54282.2022.9869854,"Low-current, highly linear synaptic memory device based on MoS2 transistors for online training and inference","Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, neural network training, backpropagation, deep learning, backpropagation","Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, neural network training, backpropagation, deep learning, backpropagation"
10.1109/AICAS54282.2022.9869968,Lightweight and Efficient Neural Network Using Progressively Greedy Search,"Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, neural architecture search","Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, neural architecture search"
10.1109/AICAS54282.2022.9869979,Deep Learning Toolkit-Driven Equivalence Checking of Flow-Based Computing Systems,"Document Title, Abstract, Abstract, IEEE Terms","deep learning, neural network, deep learning, deep learning","Document Title, Abstract, Abstract, IEEE Terms","deep learning, neural network, deep learning, deep learning"
10.1109/AICAS54282.2022.9869961,GaN Distributed RF Power Amplifer Automation Design with Deep Reinforcement Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/AICAS54282.2022.9869980,Real-time prediction of cardiovascular diseases using reservoir-computing and fusion with electronic medical record,"Author Keywords, Author Keywords","artificial neural network, neural network","Author Keywords, Author Keywords","artificial neural network, neural network"
10.1109/AICAS54282.2022.9869933,MOGNET: A Mux-residual quantized Network leveraging Online-Generated weights,"Abstract, Author Keywords","precision, cnn","Abstract, Author Keywords","precision, cnn"
10.1109/AICAS54282.2022.9870017,Survey and Comparison of Milliwatts Micro controllers for Tiny Machine Learning at the Edge,"Document Title, Abstract, Author Keywords","machine learning, machine learning, cnn","Document Title, Abstract, Author Keywords","machine learning, machine learning, cnn"
10.1109/AICAS54282.2022.9869965,Optimizing Exponent Bias for Sub-8bit Floating-Point Inference of Fine-tuned Transformers,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","transformer, gradient descent, stochastic gradient descent, precision, transformer, precision","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","transformer, gradient descent, stochastic gradient descent, precision, transformer, precision"
10.1109/AICAS54282.2022.9869907,AutoDeepHLS: Deep Neural Network High-level Synthesis using fixed-point precision,"Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, deep neural network, precision, neural network, neural network, deep neural network, deep learning","Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, deep neural network, precision, neural network, neural network, deep neural network, deep learning"
10.1109/AICAS54282.2022.9869988,Intrinsic Sparse LSTM using Structured Targeted Dropout for Efficient Hardware Inference,"Document Title, Abstract, Abstract, Author Keywords","dropout, long short-term memory, dropout, long short-term memory","Document Title, Abstract, Abstract, Author Keywords","dropout, long short-term memory, dropout, long short-term memory"
10.1109/AICAS54282.2022.9869959,DC-MPQ: Distributional Clipping-based Mixed-Precision Quantization for Convolutional Neural Networks,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","precision, precision, neural network, convolutional neural network, precision","Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","precision, precision, neural network, convolutional neural network, precision"
10.1109/AICAS54282.2022.9869846,An Energy-Efficient Spiking Neural Network for Finger Velocity Decoding for Implantable Brain-Machine Interface,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, spiking neural network, neural network, spiking neural network, backpropagation, ann, neural network, spiking neural network, backpropagation, backpropagation","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, spiking neural network, neural network, spiking neural network, backpropagation, ann, neural network, spiking neural network, backpropagation, backpropagation"
10.1109/AICAS54282.2022.9869986,A probability-inspired normalization for fixed-precision Hyper-Dimensional Computing,"Document Title, Author Keywords","precision, machine learning","Document Title, Author Keywords","precision, machine learning"
10.1109/AICAS54282.2022.9869924,Enabling Energy-Efficient Inference for Self-Attention Mechanisms in Neural Networks,"Abstract, Abstract, Abstract","neural network, transformer, attention mechanism","Abstract, Abstract, Abstract","neural network, transformer, attention mechanism"
10.1109/AICAS54282.2022.9869992,A General-Purpose and Configurable Planar Data Processor for Energy-Efficient Pooling Computation,"Abstract, Abstract, Abstract, Author Keywords","pooling layer, deep learning, cnn, cnn","Abstract, Abstract, Abstract, Author Keywords","pooling layer, deep learning, cnn, cnn"
10.1109/AICAS54282.2022.9869960,A 0.95 mJ/frame DNN Training Processor for Robust Object Detection with Real-World Environmental Adaptation,"Author Keywords, Author Keywords","neural network, deep neural network","Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/AICAS54282.2022.9869945,Optimizing Accelerator Configurability for Mobile Transformer Networks,"Document Title, Abstract, Author Keywords, Author Keywords","transformer, neural network, transformer, cnn","Document Title, Abstract, Author Keywords, Author Keywords","transformer, neural network, transformer, cnn"
10.1109/AICAS54282.2022.9869904,Configurable CNN Accelerator in Speech Processing based on Vector Convolution,"Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn"
10.1109/AICAS54282.2022.9869984,M3FPU: Multiformat Matrix Multiplication FPU Architectures for Neural Network Computations,"Document Title, Author Keywords","neural network, machine learning","Document Title, Author Keywords","neural network, machine learning"
10.1109/AICAS54282.2022.9869909,Quantized ID-CNN for a Low-power PDM-to-PCM Conversion in TinyML KWS Applications,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, artificial neural network, neural network, convolutional neural network, cnn, neural network","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, artificial neural network, neural network, convolutional neural network, cnn, neural network"
10.1109/AICAS54282.2022.9869926,A Real-time Super-resolution Accelerator Using a big. LITTLE Core Architecture,Abstract,pooling layer,Abstract,pooling layer
10.1109/AICAS54282.2022.9869981,Stain-free Holographic Detection of Circulating Tumor Cells Using A Deep Feature Fusion Neural Network,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, neural network, neural network, deep neural network, deep learning","Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, neural network, neural network, deep neural network, deep learning"
10.1109/AICAS54282.2022.9869940,Energy Efficient Text Spotting Technique for Mobile Edge Computing,Abstract,neural network,Abstract,neural network
10.1109/AICAS54282.2022.9869917,Deep Learning aided BP-Flip Decoding of Polar Codes,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep neural network, deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep neural network, deep learning, deep learning"
10.1109/AICAS54282.2022.9869934,Improving Deep-Learning-based Optical Music Recognition for Camera-based Inputs,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/AICAS54282.2022.9869913,AIWareK: Compiling PyTorch Model for AI Processor Using MLIR Framework,"Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, mean absolute error, deep learning, deep learning","Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, mean absolute error, deep learning, deep learning"
10.1109/AICAS54282.2022.9869983,ArtBrain-K: AI Processor based-on 5-PetaFLOPS AI Server System,"Abstract, Abstract, Author Keywords","neural network, transformer, neural network","Abstract, Abstract, Author Keywords","neural network, transformer, neural network"
